1	0	4809
2	4809	8195
3	13004	10037
4	23041	1302
5	24343	7509
6	31852	16475
7	48327	6769
8	55096	8754
9	63850	5357
10	69207	2688
11	71895	1432
12	73327	3830
13	77157	3721
14	80878	1499
15	82377	9736
16	92113	12152
17	104265	8347
18	112612	3525
19	116137	4872
20	121009	2090
21	123099	2835
22	125934	3183
23	129117	24378
24	153495	2012
25	155507	2946
26	158453	1152
27	159605	2169
28	161774	17665
29	179439	14927
30	194366	3835
31	198201	3622
32	201823	2564
33	204387	5104
34	209491	3703
35	213194	3793
36	216987	4823
37	221810	3710
38	225520	3289
39	228809	4540
40	233349	2812
41	236161	4139
42	240300	2284
43	242584	2731
44	245315	4190
45	249505	8819
46	258324	5430
47	263754	246
48	264000	3287
49	267287	8602
50	275889	2749
51	278638	2401
52	281039	4312
53	285351	1990
54	287341	2687
55	290028	2118
56	292146	1420
57	293566	6600
58	300166	3277
59	303443	21047
60	324490	4877
61	329367	1611
62	330978	7387
63	338365	304
64	338669	36390
65	375059	6015
66	381074	4575
67	385649	5066
68	390715	2889
69	393604	1981
70	395585	10469
71	406054	2322
72	408376	4613
73	412989	7471
74	420460	5646
75	426106	6346
76	432452	5647
77	438099	7719
78	445818	10135
79	455953	11129
80	467082	13457
81	480539	11146
82	491685	12665
83	504350	1200
84	505550	5647
85	511197	4150
86	515347	5181
87	520528	18816
88	539344	5520
89	544864	5421
90	550285	17797
91	568082	4462
92	572544	11831
93	584375	13904
94	598279	3583
95	601862	1706
96	603568	609
97	604177	13924
98	618101	13449
99	631550	7537
100	639087	29570
101	668657	6478
102	675135	14292
103	689427	14164
104	703591	795
105	704386	459
106	704845	303
107	705148	6378
108	711526	9972
109	721498	7905
110	729403	4344
111	733747	6784
112	740531	6238
113	746769	3198
114	749967	2555
115	752522	1586
116	754108	4020
117	758128	3260
118	761388	3848
119	765236	2989
120	768225	28746
121	796971	7252
122	804223	6270
123	810493	1765
124	812258	1800
125	814058	1544
126	815602	1225
127	816827	10031
128	826858	18614
129	845472	11786
130	857258	12158
131	869416	9378
132	878794	8847
133	887641	7152
134	894793	13994
135	908787	16553
136	925340	14699
137	940039	14205
138	954244	21574
139	975818	21131
140	996949	15195
141	1012144	17985
142	1030129	821
143	1030950	1409
144	1032359	829
145	1033188	1484
146	1034672	817
147	1035489	830
148	1036319	1425
149	1037744	1433
150	1039177	1537
151	1040714	1548
152	1042262	874
153	1043136	1492
154	1044628	877
155	1045505	1500
156	1047005	1403
157	1048408	865
158	1049273	1428
159	1050701	866
160	1051567	871
161	1052438	1513
162	1053951	1511
163	1055462	1472
164	1056934	815
165	1057749	834
166	1058583	1430
167	1060013	866
168	1060879	1426
169	1062305	1408
170	1063713	1442
171	1065155	1424
172	1066579	1416
173	1067995	817
174	1068812	1477
175	1070289	1486
176	1071775	1360
177	1073135	1455
178	1074590	1501
179	1076091	818
180	1076909	1465
181	1078374	1687
182	1080061	1415
183	1081476	1473
184	1082949	1443
185	1084392	1431
186	1085823	1371
187	1087194	1378
188	1088572	882
189	1089454	1516
190	1090970	831
191	1091801	824
192	1092625	850
193	1093475	813
194	1094288	1535
195	1095823	823
196	1096646	824
197	1097470	1557
198	1099027	812
199	1099839	1464
200	1101303	1453
201	1102756	829
202	1103585	5956
203	1109541	8268
204	1117809	26669
205	1144478	12008
206	1156486	15362
207	1171848	40215
208	1212063	32908
209	1244971	4951
210	1249922	15289
211	1265211	23279
212	1288490	253
213	1288743	253
214	1288996	283
215	1289279	242
216	1289521	307
217	1289828	235
218	1290063	244
219	1290307	226
220	1290533	233
221	1290766	247
222	1291013	259
223	1291272	220
224	1291492	220
225	1291712	277
226	1291989	241
227	1292230	203
228	1292433	241
229	1292674	238
230	1292912	268
231	1293180	271
232	1293451	5012
233	1298463	8053
234	1306516	4648
235	1311164	3501
236	1314665	3938
237	1318603	5049
238	1323652	2252
239	1325904	1890
240	1327794	2506
241	1330300	4306
242	1334606	3300
243	1337906	3172
244	1341078	4251
245	1345329	2811
246	1348140	8386
247	1356526	11129
248	1367655	3373
249	1371028	7828
250	1378856	5370
251	1384226	11547
252	1395773	5221
253	1400994	16196
254	1417190	8039
255	1425229	11435
256	1436664	19992
257	1456656	9239
258	1465895	18433
259	1484328	2258
260	1486586	13022
261	1499608	10751
262	1510359	6981
263	1517340	24114
264	1541454	24087
265	1565541	7381
266	1572922	12595
267	1585517	16357
268	1601874	5335
269	1607209	2311
270	1609520	4284
271	1613804	8604
272	1622408	12567
273	1634975	3007
274	1637982	9141
275	1647123	4458
276	1651581	12617
277	1664198	10190
278	1674388	5420
279	1679808	1959
280	1681767	6974
281	1688741	6441
282	1695182	3945
283	1699127	7844
284	1706971	14085
285	1721056	4552
286	1725608	5640
287	1731248	2125
288	1733373	4168
289	1737541	3897
290	1741438	2859
291	1744297	3130
292	1747427	9388
293	1756815	4569
294	1761384	2885
295	1764269	2381
296	1766650	9637
297	1776287	4701
298	1780988	6062
299	1787050	7133
300	1794183	5267
301	1799450	3594
302	1803044	3731
303	1806775	17363
304	1824138	2397
305	1826535	4428
306	1830963	5855
307	1836818	2495
308	1839313	6475
309	1845788	3576
310	1849364	4918
311	1854282	16104
312	1870386	2573
313	1872959	3205
314	1876164	5185
315	1881349	8957
316	1890306	7047
317	1897353	8783
318	1906136	21618
319	1927754	17851
320	1945605	5381
321	1950986	5083
322	1956069	3956
323	1960025	7029
324	1967054	5860
325	1972914	2695
326	1975609	5040
327	1980649	10050
328	1990699	4490
329	1995189	4634
330	1999823	8057
331	2007880	5598
332	2013478	2398
333	2015876	4461
334	2020337	8179
335	2028516	3923
336	2032439	11533
337	2043972	8880
338	2052852	3941
339	2056793	1901
340	2058694	3984
341	2062678	4396
342	2067074	3485
343	2070559	5497
344	2076056	15794
345	2091850	31767
346	2123617	11796
347	2135413	2816
348	2138229	3535
349	2141764	2194
350	2143958	4108
351	2148066	3571
352	2151637	2482
353	2154119	9570
354	2163689	2622
355	2166311	2927
356	2169238	4144
357	2173382	3559
358	2176941	2897
359	2179838	13620
360	2193458	3387
361	2196845	978
362	2197823	3023
363	2200846	4320
364	2205166	3243
365	2208409	9880
366	2218289	7694
367	2225983	4463
368	2230446	11832
369	2242278	13905
370	2256183	3584
371	2259767	1707
372	2261474	610
373	2262084	13925
374	2276009	13450
375	2289459	7538
376	2296997	29570
377	2326567	2069
378	2328636	896
379	2329532	2429
380	2331961	1847
381	2333808	2741
382	2336549	3317
383	2339866	2008
384	2341874	2383
385	2344257	1670
386	2345927	2390
387	2348317	1684
388	2350001	1675
389	2351676	1341
390	2353017	5119
391	2358136	1527
392	2359663	3560
393	2363223	2318
394	2365541	1307
395	2366848	3632
396	2370480	2159
397	2372639	4701
398	2377340	291
399	2377631	280
400	2377911	291
401	2378202	304
402	2378506	290
403	2378796	308
404	2379104	90
405	2379194	90
406	2379284	211
407	2379495	216
408	2379711	208
409	2379919	221
410	2380140	235
411	2380375	233
412	2380608	213
413	2380821	235
414	2381056	221
415	2381277	227
