1	0	4809
2	4809	8195
3	13004	10037
4	23041	1302
5	24343	7509
6	31852	16475
7	48327	6769
8	55096	8754
9	63850	5357
10	69207	2688
11	71895	1432
12	73327	3830
13	77157	3721
14	80878	1499
15	82377	9736
16	92113	12152
17	104265	8347
20	112612	2090
21	114702	2835
22	117537	3183
23	120720	24378
24	145098	2012
25	147110	2946
26	150056	1152
28	151208	17665
29	168873	14927
30	183800	3835
32	187635	2564
33	190199	5104
34	195303	3703
38	199006	3289
40	202295	2812
41	205107	4139
42	209246	2284
43	211530	2731
44	214261	4190
45	218451	8819
46	227270	5430
47	232700	246
48	232946	3287
49	236233	8602
50	244835	2749
51	247584	2401
52	249985	4312
53	254297	1990
54	256287	2687
55	258974	2118
56	261092	1420
57	262512	6600
58	269112	3277
59	272389	21047
60	293436	4877
61	298313	1611
62	299924	7387
63	307311	304
65	307615	6015
66	313630	4575
67	318205	5066
68	323271	2889
69	326160	1981
70	328141	10469
71	338610	2322
72	340932	4613
73	345545	7471
74	353016	5646
75	358662	6346
77	365008	7719
78	372727	10135
79	382862	11129
80	393991	13457
81	407448	11146
82	418594	12665
83	431259	1200
84	432459	5647
85	438106	4150
86	442256	5181
87	447437	18816
88	466253	5520
89	471773	5421
90	477194	17797
91	494991	4462
92	499453	11831
93	511284	13904
96	525188	609
97	525797	13924
98	539721	13449
99	553170	7537
100	560707	29570
101	590277	6478
102	596755	14292
103	611047	14164
104	625211	795
105	626006	459
106	626465	303
107	626768	6378
108	633146	9972
109	643118	7905
110	651023	4344
111	655367	6784
112	662151	6238
113	668389	3198
114	671587	2555
115	674142	1586
116	675728	4020
117	679748	3260
118	683008	3848
119	686856	2989
120	689845	28746
121	718591	7252
122	725843	6270
123	732113	1765
124	733878	1800
125	735678	1544
126	737222	1225
128	738447	18614
129	757061	11786
130	768847	12158
131	781005	9378
132	790383	8847
133	799230	7152
134	806382	13994
137	820376	14205
141	834581	17985
142	852566	821
143	853387	1409
144	854796	829
145	855625	1484
146	857109	817
147	857926	830
148	858756	1425
149	860181	1433
150	861614	1537
152	863151	874
153	864025	1492
154	865517	877
155	866394	1500
156	867894	1403
157	869297	865
158	870162	1428
160	871590	871
161	872461	1513
162	873974	1511
163	875485	1472
164	876957	815
165	877772	834
166	878606	1430
167	880036	866
169	880902	1408
171	882310	1424
172	883734	1416
173	885150	817
174	885967	1477
175	887444	1486
176	888930	1360
177	890290	1455
178	891745	1501
179	893246	818
180	894064	1465
181	895529	1687
182	897216	1415
183	898631	1473
184	900104	1443
186	901547	1371
187	902918	1378
188	904296	882
189	905178	1516
190	906694	831
191	907525	824
192	908349	850
193	909199	813
195	910012	823
196	910835	824
197	911659	1557
198	913216	812
199	914028	1464
200	915492	1453
201	916945	829
202	917774	5956
203	923730	8268
204	931998	26669
205	958667	12008
206	970675	15362
207	986037	40215
208	1026252	32908
209	1059160	4951
210	1064111	15289
211	1079400	23279
212	1102679	253
213	1102932	253
214	1103185	283
215	1103468	242
216	1103710	307
217	1104017	235
218	1104252	244
219	1104496	226
220	1104722	233
221	1104955	247
222	1105202	259
224	1105461	220
225	1105681	277
226	1105958	241
228	1106199	241
229	1106440	238
230	1106678	268
231	1106946	271
232	1107217	5012
233	1112229	8053
234	1120282	4648
235	1124930	3501
236	1128431	3938
237	1132369	5049
238	1137418	2252
239	1139670	1890
240	1141560	2506
241	1144066	4306
242	1148372	3300
243	1151672	3172
244	1154844	4251
245	1159095	2811
246	1161906	8386
247	1170292	11129
248	1181421	3373
249	1184794	7828
250	1192622	5370
252	1197992	5221
253	1203213	16196
254	1219409	8039
257	1227448	9239
259	1236687	2258
262	1238945	6981
263	1245926	24114
265	1270040	7381
266	1277421	12595
267	1290016	16357
268	1306373	5335
269	1311708	2311
270	1314019	4284
271	1318303	8604
272	1326907	12567
273	1339474	3007
274	1342481	9141
275	1351622	4458
276	1356080	12617
277	1368697	10190
278	1378887	5420
279	1384307	1959
280	1386266	6974
281	1393240	6441
282	1399681	3945
283	1403626	7844
284	1411470	14085
285	1425555	4552
286	1430107	5640
287	1435747	2125
288	1437872	4168
289	1442040	3897
290	1445937	2859
291	1448796	3130
292	1451926	9388
293	1461314	4569
294	1465883	2885
295	1468768	2381
296	1471149	9637
297	1480786	4701
298	1485487	6062
299	1491549	7133
300	1498682	5267
301	1503949	3594
302	1507543	3731
303	1511274	17363
304	1528637	2397
305	1531034	4428
306	1535462	5855
307	1541317	2495
308	1543812	6475
309	1550287	3576
310	1553863	4918
311	1558781	16104
312	1574885	2573
313	1577458	3205
314	1580663	5185
315	1585848	8957
316	1594805	7047
317	1601852	8783
318	1610635	21618
319	1632253	17851
320	1650104	5381
321	1655485	5083
322	1660568	3956
323	1664524	7029
324	1671553	5860
325	1677413	2695
326	1680108	5040
327	1685148	10050
328	1695198	4490
329	1699688	4634
330	1704322	8057
331	1712379	5598
332	1717977	2398
333	1720375	4461
334	1724836	8179
335	1733015	3923
336	1736938	11533
337	1748471	8880
338	1757351	3941
339	1761292	1901
340	1763193	3984
341	1767177	4396
342	1771573	3485
343	1775058	5497
344	1780555	15794
345	1796349	31767
346	1828116	11796
347	1839912	2816
348	1842728	3535
349	1846263	2194
350	1848457	4108
351	1852565	3571
352	1856136	2482
353	1858618	9570
354	1868188	2622
355	1870810	2927
356	1873737	4144
357	1877881	3559
358	1881440	2897
359	1884337	13620
360	1897957	3387
361	1901344	978
362	1902322	3023
363	1905345	4320
364	1909665	3243
365	1912908	9880
366	1922788	7694
377	1930482	2069
378	1932551	896
379	1933447	2429
380	1935876	1847
381	1937723	2741
382	1940464	3317
383	1943781	2008
384	1945789	2383
385	1948172	1670
386	1949842	2390
387	1952232	1684
388	1953916	1675
389	1955591	1341
390	1956932	5119
391	1962051	1527
392	1963578	3560
393	1967138	2318
394	1969456	1307
395	1970763	3632
396	1974395	2159
397	1976554	4701
398	1981255	291
399	1981546	280
400	1981826	291
401	1982117	304
402	1982421	290
403	1982711	308
404	1983019	90
405	1983109	90
406	1983199	211
408	1983410	208
412	1983618	213
413	1983831	235
414	1984066	221
415	1984287	227
